head	tail	context	relation_type
C1539528	C1428201	C0700095	Decrease
C1539528	C1428201	C1306459	Increase
C1539528	C1428193	C0700095	Decrease
C0041368	C0752312	C0175697	Regulation
C1415097	C0163410	C1306459	Decrease
C0108779	C1332717	C0220756	Increase
C0108779	C0075747	C2931822	Increase
C0108779	C0075747	C0220756	Increase
C0075747	C0003323	C0220756	Increase
C0108779	C0003323	C0220756	Increase
C1332717	C0075747	C0220756	Increase
C0026972	C0069428	C0026769	Regulation
C0041368	C0529196	C0333516	Decrease
C0538161	C0623362	C0266929	Increase
C0538161	C0623362	C0007789	Increase
C0538161	C0623362	C0031099	Increase
C0389071	C0299583	C0007820	Increase
C0383327	C0021753	C0002871	Increase
C0383327	C0021753	C3536715	Increase
C0019046	C0021753	C3536715	Increase
C0019046	C0383327	C0002871	Increase
C0019046	C0383327	C3536715	Increase
C0079633	C0080222	C0027651	Increase
C0040690	C1456820	C0338451	Binding
C0021753	C1456820	C0338451	Binding
C0009392	C1456820	C0338451	Binding
C0021753	C0040690	C0338451	Binding
C0040690	C0009392	C0338451	Binding
C0009392	C0021753	C0338451	Binding
C0079904	C0010656	C1306459	Increase
C0079904	C4042483	C1306459	Regulation
C1417708	C0600253	C1306459	Increase
C1417708	C1366587	C1306459	Increase
C0040679	C0021755	C0003873	Increase
C0040679	C0021760	C0003873	Increase
C0040679	C1456820	C0003873	Increase
C0040679	C0021745	C0003873	Increase
C0003009	C0072497	C1383860	Increase
C0253050	C0078058	C0677886	Binding
C0078058	C1335875	C0677886	Regulation
C0376622	C1412077	C0677886	Decrease
C0001271	C0068477	C1853926	Increase
C0021745	C0021758	C0014175	Regulation
C0078056	C0063695	C0010054	Decrease
C1412113	C0022709	C0010068	Decrease
C1455126	C0077503	C0027651	Increase
C0017626	C0021760	C1850109	Increase
C0017626	C0021760	C0011884	Increase
C0034802	C0069515	C0009402	Binding
C0023607	C0002302	C0175697	Binding
C1565860	C0033551	C1384584	Binding
C1334489	C1437703	C0152013	Increase
C0380603	C0062505	C0007097	Binding
C0078058	C0062505	C0007097	Binding
C0021760	C1456828	C0600139	Decrease
C0876942	C1456828	C0600139	Decrease
C0009325	C0019796	C0003864	Binding
C1416936	C1425216	C0279702	Increase
C0079904	C0916120	C0035222	Increase
C0079423	C0021641	C0001175	Increase
C0079423	C0021641	C0023787	Increase
C1431519	C0080055	C0007114	Increase
C1431519	C0080055	C3811653	Increase
C1431519	C0080055	C0022602	Increase
C1431519	C0664336	C0007114	Increase
C1431519	C0664336	C1302853	Increase
C1431519	C0664336	C3811653	Increase
C1431519	C0664336	C0022602	Increase
C1431519	C1098093	C0007114	Increase
C1431519	C1098093	C1302853	Increase
C1431519	C1098093	C3811653	Increase
C1431519	C1098093	C0022602	Increase
C0080055	C0664336	C0007114	Increase
C0080055	C0664336	C1302853	Increase
C0080055	C0664336	C3811653	Increase
C0080055	C0664336	C0022602	Increase
C0080055	C1098093	C0007114	Increase
C0080055	C1098093	C1302853	Increase
C0080055	C1098093	C3811653	Increase
C0080055	C1098093	C0022602	Increase
C0664336	C1098093	C0007114	Increase
C0664336	C1098093	C1302853	Increase
C0664336	C1098093	C3811653	Increase
C0664336	C1098093	C0022602	Increase
C0021641	C0917721	C4054121	Increase
C0068895	C0006613	C0678222	Increase
C0080055	C0253050	C3811653	Increase
C0165519	C0021760	C0024141	Increase
C0042071	C1515406	C0239946	Binding
C1515406	C0030190	C0239946	Increase
C0030190	C0042071	C0239946	Binding
C0038838	C0132555	C0011269	Increase
C0038838	C0132555	C0036916	Increase
C0000379	C0132555	C0036916	Increase
C0017822	C0132555	C0036916	Increase
C0000379	C0038838	C0036916	Increase
C0017822	C0038838	C0036916	Increase
C0038838	C0023776	C0699791	Increase
C0038838	C0008169	C0699791	Decrease
C0006560	C0027021	C0004943	Increase
C1976991	C0006560	C0004943	Increase
C0027021	C1414461	C0004943	Increase
C1976991	C0027021	C0004943	Binding
C0078058	C1414421	C0242184	Decrease
C0021753	C0385242	C0004239	Binding
C0021753	C1522480	C0004239	Binding
C0078058	C0912413	C0017638	Binding
C0078058	C1524078	C0017638	Binding
C0072470	C0072108	C0025202	Increase
C0108793	C0108747	C0024790	Regulation
C0054966	C0108747	C0024790	Decrease
C0018062	C0002210	C0205851	Decrease
C1522552	C0127082	C0027051	Binding
C0019630	C0122007	C3887938	Binding
C0219474	C0072108	C0027651	Decrease
C0017817	C0210995	C1306460	Binding
C1699800	C0125606	C0023418	Binding
C0014822	C0079460	C0005699	Increase
C0105421	C0079460	C0023473	Binding
C0105421	C0079460	C0005699	Increase
C0023139	C0079460	C0023473	Binding
C0023139	C0079460	C0005699	Increase
C0105421	C0014822	C0023473	Binding
C0105421	C0014822	C0005699	Binding
C0023139	C0014822	C0023473	Binding
C0023139	C0014822	C0005699	Binding
C0001655	C0753802	C0001430	Increase
C1414263	C0079281	C0678222	Decrease
C0674679	C0919524	C0398791	Decrease
C1456820	C0015683	C1882970	Increase
C0020852	C0085379	C0023467	Decrease
C0108796	C0085379	C0023467	Decrease
C0002199	C0085379	C0023467	Decrease
C0020852	C0108796	C0023467	Regulation
C0020852	C0021745	C0023467	Decrease
C0108796	C0021745	C0023467	Decrease
C0108796	C0002199	C0023467	Decrease
C0021760	C2986710	C0027651	Decrease
C0021755	C0021760	C0011854	Decrease
C0021755	C0021760	C0011860	Decrease
C0021755	C1456820	C0011854	Increase
C0021755	C1456820	C0011860	Decrease
C1456820	C0021760	C0011860	Binding
C0079471	C0020063	C0027651	Binding
C0021755	C0021760	C1140680	Binding
C0021756	C0034790	C0023418	Decrease
C0018667	C0023822	C0011860	Regulation
C0021760	C1456820	C0280141	Increase
C0021745	C0021761	C0027651	Increase
C0054964	C0025250	C0023448	Binding
C0025250	C0054964	C0023434	Binding
C0123242	C0054964	C0023448	Binding
C0054964	C0074479	C0023448	Binding
C0025250	C0123242	C0023448	Binding
C0025250	C0123242	C0023434	Increase
C0074479	C0025250	C0023448	Decrease
C0074479	C0025250	C0023434	Decrease
C0074479	C0123242	C0023448	Decrease
C0035094	C0022709	C0011860	Decrease
C4038479	C0063695	C0027651	Binding
C1823246	C0145988	C0043194	Regulation
C0079460	C1456820	C0008497	Regulation
C0063695	C1136310	C0175697	Regulation
C1336643	C0019774	C0003873	Regulation
C0017360	C0144576	C0018801	Increase
C0017343	C0144576	C0018801	Binding
C0021641	C0003595	C0004153	Regulation
C0080055	C0085113	C0027651	Binding
C0033237	C0024375	C0013720	Decrease
C0021757	C0079460	C1863767	Regulation
C0003438	C0022478	C1839259	Binding
C0041368	C0063695	C0003873	Increase
C0123759	C0003323	C0026269	Regulation
C0021745	C1456820	C2242826	Increase
C0020835	C0020852	C0023418	Increase
C0021641	C0022709	C0020615	Decrease
C0031858	C0021755	C0001175	Binding
C0021641	C0019046	C1963154	Binding
C0027803	C0023206	C0027651	Regulation
C0020855	C0020846	C0851444	Binding
C0020860	C0020855	C0851444	Increase
C0030190	C0042971	C0017181	Regulation
C0601906	C0017151	C0013295	Decrease
C0037659	C0008328	C0013295	Regulation
C3538889	C0010287	C1963154	Decrease
C0078056	C0063695	C0023418	Binding
C0042395	C0033371	C0033375	Regulation
C0033371	C0001655	C0858734	Decrease
C0752312	C0073337	C3263719	Binding
C0040085	C0042006	C0027651	Regulation
C0017351	C0314684	C0027651	Regulation
C0021027	C0314684	C0027651	Binding
C0019168	C0312634	C0019163	Increase
C0022709	C0020835	C0017661	Binding
C0079633	C0079460	C0008677	Decrease
C0079460	C0021759	C0008677	Decrease
C0021759	C0079633	C0008677	Decrease
C0063695	C0021756	C0333516	Regulation
C0021641	C0032172	C0011854	Binding
C0032172	C0021641	C0011860	Decrease
C0037657	C0037663	C0020615	Binding
C0021760	C0064294	C0854441	Decrease
C0764347	C0010763	C2239176	Binding
C0919534	C0010763	C2239176	Decrease
C0010763	C0085741	C2239176	Decrease
C0919534	C0085741	C2239176	Decrease
C0014822	C0019046	C1623038	Decrease
C0376622	C0069906	C0699790	Regulation
C1366530	C1846919	C0013364	Decrease
C0021755	C0079904	C0175697	Regulation
C1335296	C1259013	C0021390	Regulation
C0016424	C0036883	C0678222	Decrease
C0023607	C0036883	C0678222	Decrease
C0021745	C0040052	C0027651	Regulation
C0079281	C0038838	C0022116	Binding
C4042483	C0015683	C0018801	Decrease
C0025326	C0037663	C0271623	Regulation
C1522552	C0623362	C1527249	Binding
C0623362	C0164371	C1527249	Binding
C0000379	C0038838	C0017181	Binding
C1447107	C0021760	C0017638	Binding
C0021745	C0034131	C0432215	Regulation
C0080055	C0288472	C0007120	Regulation
C0080055	C0174680	C0007120	Regulation
C0080055	C0174680	C0684249	Regulation
C0288472	C0174680	C0007120	Regulation
C0288472	C0174680	C0684249	Regulation
C0108768	C0108747	C0027651	Binding
C0079281	C0003009	C0265219	Decrease
C0029923	C0021758	C0002395	Decrease
C0021759	C0029923	C0002395	Regulation
C0023821	C0062709	C0332568	Increase
C0023821	C0023814	C0332568	Increase
C0014822	C0019046	C0011860	Regulation
C1456820	C0021758	C0029408	Binding
C0077503	C0021758	C0029408	Increase
C3539768	C0021758	C0029408	Increase
C0021758	C1333201	C0029408	Decrease
C0387583	C0021758	C0029408	Increase
C1565860	C0021758	C0029408	Increase
C0079904	C0021758	C0029408	Increase
C0903738	C0021758	C0029408	Increase
C0056695	C0021758	C0029408	Increase
C1456820	C0085295	C0029408	Regulation
C0077503	C0085295	C0029408	Increase
C3539768	C0085295	C0029408	Increase
C0085295	C0387583	C0029408	Decrease
C0085295	C1565860	C0029408	Decrease
C0079904	C0085295	C0029408	Increase
C0903738	C0085295	C0029408	Increase
C0056695	C0085295	C0029408	Increase
C0214743	C1456820	C0029408	Regulation
C0077503	C0214743	C0029408	Increase
C3539768	C0214743	C0029408	Increase
C0214743	C1565860	C0029408	Decrease
C0079904	C0214743	C0029408	Increase
C0903738	C0214743	C0029408	Increase
C0056695	C0214743	C0027651	Decrease
C0056695	C0214743	C0029408	Increase
C1456820	C0077503	C0029408	Binding
C1456820	C1333201	C0029408	Decrease
C0387583	C1456820	C0029408	Decrease
C1565860	C1456820	C0029408	Decrease
C1456820	C0079904	C0029408	Decrease
C0903738	C1456820	C0029408	Increase
C0056695	C1456820	C0029408	Decrease
C0056695	C1456820	C0027651	Regulation
C0077503	C3539768	C0029408	Increase
C0077503	C1333201	C0029408	Decrease
C0077503	C0387583	C0029408	Increase
C0077503	C1565860	C0029408	Increase
C0077503	C0079904	C0029408	Increase
C0077503	C0903738	C0029408	Increase
C0056695	C0077503	C0027651	Decrease
C0077503	C0056695	C0029408	Increase
C3539768	C0056695	C0029408	Increase
C0387583	C0056695	C0029408	Increase
C1565860	C0056695	C0027651	Increase
C1565860	C0056695	C0029408	Increase
C0079904	C0056695	C0029408	Increase
C0903738	C0056695	C0029408	Increase
C0080055	C0525037	C0235974	Binding
C0020855	C0020856	C0007097	Binding
C0020852	C0020855	C0007097	Binding
C0020852	C0020856	C0007097	Binding
C0020063	C0070099	C0007097	Increase
C0037663	C0120348	C0011860	Increase
C0037668	C0120348	C0011860	Increase
C1099914	C0123759	C0001339	Decrease
C0080055	C0288472	C0878500	Binding
C0071216	C0042071	C0007097	Binding
C0021756	C1419003	C0027651	Regulation
C1366561	C1419003	C0027651	Decrease
C0080055	C0174680	C0919267	Decrease
C0019630	C0003595	C0002395	Regulation
C0021665	C0021641	C0596263	Increase
C0796518	C1333715	C1527249	Increase
C0085828	C0209548	C0175697	Regulation
C0027021	C0079633	C2607914	Increase
C0085295	C0021745	C0025303	Decrease
C1456820	C0085295	C0025303	Binding
C4082178	C0034804	C0042133	Regulation
C0123759	C0021745	C0030481	Decrease
C0123759	C0021758	C0037928	Regulation
C0123759	C0021758	C0030481	Regulation
C0123759	C0085295	C0037928	Regulation
C0123759	C0085295	C0030481	Regulation
C0021745	C0021758	C0030481	Regulation
C0085295	C0021758	C0030481	Binding
C0061184	C0069515	C0027651	Increase
C0007507	C0162833	C0027651	Regulation
C0108768	C0079091	C0018553	Regulation
C0108768	C0064830	C0018553	Regulation
C0108768	C1136310	C0018553	Regulation
C0079091	C0064830	C0018553	Regulation
C0079091	C1136310	C0018553	Regulation
C0001655	C0010132	C0205770	Regulation
C0380603	C0017626	C0042974	Decrease
C0008407	C0001044	C0497327	Regulation
C1415455	C0038838	C1306459	Increase
C1416612	C1416613	C0004903	Binding
C0010287	C0006560	C1956346	Decrease
C0021745	C0287920	C0175697	Binding
C0021760	C0069535	C2239176	Binding
C0023821	C0085201	C0017181	Binding
C0003593	C0052191	C0017181	Binding
C0023823	C0052191	C0017181	Binding
C0023823	C0003593	C0017181	Binding
C1504637	C0034819	C0036202	Binding
C0024518	C0080113	C0027651	Binding
C0021755	C0215469	C0027651	Binding
C1515370	C0245662	C0278883	Binding
C0015683	C1515370	C0079772	Binding
C0015683	C1515370	C0026946	Binding
C1515370	C0015683	C0235595	Binding
C1515370	C0054950	C0079772	Binding
C0023401	C0015683	C0027651	Binding
C0023401	C0015683	C0079772	Binding
C0764881	C0015683	C0079772	Binding
C0015683	C0054950	C0079772	Binding
C0015683	C0054950	C0026946	Binding
C0054950	C0015683	C0235595	Binding
C0078056	C0115305	C3250443	Binding
C0042172	C0243982	C0001418	Binding
C0756906	C0017776	C0027651	Binding
C0080055	C0147139	C0549473	Binding
C0950373	C1414438	C0013595	Binding
C1419786	C1419788	C1319315	Binding
C1436327	C1456820	C0600139	Binding
C0079460	C0040690	C0023467	Binding
C0040690	C0079460	C0023418	Binding
C0040690	C1456820	C0023470	Binding
C0040690	C1456820	C0023467	Binding
C0001924	C0021756	C0027651	Binding
C0006611	C0034802	C0699885	Binding
C1528289	C0034802	C0699885	Binding
C1528289	C0006611	C0699885	Regulation
C0123658	C0037663	C3263719	Decrease
C0037663	C2936824	C3263719	Binding
C0021753	C0021760	C0018213	Binding
C1456820	C0021753	C0018213	Regulation
C0016055	C0055023	C0678222	Binding
C1332656	C0021760	C0242966	Binding
C0030306	C0021760	C0242966	Binding
C1332656	C0064833	C0242966	Binding
C1332656	C0030306	C0242966	Binding
C0006560	C1332656	C0242966	Binding
C1332656	C0032452	C0242966	Binding
C0006560	C0064833	C0242966	Binding
C0030306	C0006560	C0242966	Binding
C0079280	C0021641	C3263719	Regulation
C0023822	C0023823	C3250443	Binding
C0623362	C0074479	C0017636	Binding
C0138741	C0021665	C1306459	Binding
C0069515	C0079414	C0027651	Binding
C0127306	C0249197	C0027651	Decrease
C0020835	C0529334	C0162538	Binding
C0071189	C0021665	C0022658	Binding
C0108779	C0003323	C0007097	Binding
C0108779	C1332717	C0007097	Increase
C0003323	C1332717	C0007097	Decrease
C0165519	C0623362	C0009404	Binding
C0165519	C0623362	C0001430	Binding
C0623362	C0164371	C0009404	Binding
C0623362	C0164371	C0001430	Binding
C1522552	C0623362	C0001430	Binding
C3178655	C0623362	C0009404	Binding
C3178655	C0623362	C0001430	Decrease
C3178655	C0623362	C1527249	Binding
C0165519	C0172537	C0001430	Binding
C0172537	C1522552	C0001430	Binding
C3178655	C0172537	C1527249	Binding
C1522552	C0165519	C0001430	Binding
C3657722	C1413136	C0262587	Binding
C1456820	C0003765	C2267227	Binding
C0001899	C0021747	C2239176	Binding
C1456820	C0015683	C0019189	Decrease
C0079633	C1721046	C0700095	Binding
C0004002	C0010287	C0018799	Regulation
C0004002	C0022917	C0026850	Binding
C0021745	C0104998	C0027651	Binding
C0167627	C0063695	C0027651	Increase
C0037668	C0061132	C0027651	Binding
C0245109	C1416402	C0021390	Binding
C0243045	C0525037	C0025202	Binding
C0525037	C0169665	C0025202	Decrease
C0166059	C1447107	C0600139	Decrease
C0042172	C1447107	C0600139	Decrease
C0166059	C0042172	C0600139	Binding
C0021760	C0166059	C0600139	Binding
C0166059	C0876942	C0600139	Binding
C0079633	C1334125	C0699790	Decrease
C0527994	C0079633	C0699790	Decrease
C0017346	C1332717	C0019693	Binding
C1421210	C0021745	C0041296	Binding
C1366618	C1427504	C0281361	Decrease
C1366618	C1427504	C0238339	Decrease
C1366618	C1424635	C0281361	Decrease
C1366618	C1424635	C0238339	Decrease
C0078058	C0534628	C1527249	Decrease
C0164786	C1414991	C0004153	Decrease
C0003595	C0078056	C0004153	Binding
C0078058	C0380603	C0018944	Decrease
C0034809	C1370369	C1096903	Decrease
C0034809	C0036226	C1096903	Increase
C0243044	C1370369	C1096903	Increase
C0036226	C1370369	C1096903	Increase
C0021758	C1370369	C1096903	Increase
C0087071	C0525037	C0009402	Binding
C0034802	C0019046	C0027651	Regulation
C0035379	C0021666	C0027651	Binding
C1421331	C1421333	C2239176	Binding
C1336644	C1527752	C0024623	Binding
C0249880	C0525037	C0596263	Binding
C0021756	C0063695	C2239176	Decrease
C0021756	C0009333	C0027651	Decrease
C0021756	C0009333	C2239176	Decrease
C0021756	C0016055	C2239176	Binding
C0249197	C0080055	C0019189	Decrease
C0019046	C0937950	C0002873	Decrease
C0019046	C2263086	C0002873	Decrease
C0042172	C0042071	C0027651	Decrease
C0669372	C0108768	C0175697	Binding
C0021760	C0006560	C0349410	Regulation
C0248266	C0017151	C1527249	Regulation
C0214743	C0250604	C1306759	Increase
C0004002	C0015879	C0019189	Decrease
C0019046	C0014822	C0151744	Increase
C0025250	C0022709	C0004153	Decrease
C0128897	C0023610	C0042133	Regulation
C0021745	C0015683	C0018801	Increase
C0752312	C1417708	C0027651	Binding
C0069515	C0080055	C0699885	Binding
C0023822	C0085201	C0004153	Binding
C0010583	C1823140	C0020488	Binding
C1527244	C1704265	C1527249	Regulation
C0752312	C0281351	C3263719	Decrease
C0281351	C0244989	C3263719	Decrease
C0041070	C0010287	C0155626	Decrease
C0037107	C0021641	C0028754	Increase
C0010132	C0021755	C2239176	Decrease
C0040688	C0079280	C0699790	Binding
C0023607	C0733758	C0039585	Binding
C0733758	C0016424	C0039585	Binding
C0003323	C0054964	C0085278	Binding
C0003323	C0108747	C0085278	Binding
C1332717	C0003323	C0085278	Binding
C0003323	C0054965	C0085278	Decrease
C0003323	C0108789	C0085278	Binding
C0032145	C0376277	C0029408	Increase
C0376277	C0042071	C0029408	Decrease
C1456820	C0021758	C0001175	Binding
C0021745	C0027752	C0175697	Binding
C0027752	C0380603	C0023467	Binding
C0027481	C0081880	C0018802	Binding
C0081880	C0054015	C0018802	Decrease
C0138741	C0289863	C0600139	Decrease
C0022959	C0000379	C0027651	Binding
C1456820	C0021760	C0003125	Binding
C0795635	C0724601	C0020615	Regulation
C0001655	C0010132	C0002962	Increase
C0017687	C0037663	C0020456	Regulation
C0033371	C0034789	C0344452	Binding
C0034789	C0033371	C0344453	Binding
C0809183	C1336630	C0027651	Increase
C0078058	C1533698	C0699790	Decrease
C1414878	C0042172	C0699791	Decrease
C0040690	C0021745	C0041296	Binding
C0020846	C0085295	C0002395	Regulation
C1702299	C0600251	C0585442	Decrease
C2936824	C0600251	C0585442	Decrease
C1702299	C1120843	C0585442	Decrease
C1702299	C0752313	C0585442	Decrease
C1702299	C2936824	C0585442	Decrease
C1120843	C0752313	C0585442	Regulation
C1120843	C2936824	C0585442	Regulation
C0752313	C2936824	C0585442	Regulation
C1565860	C0387583	C0035436	Decrease
C1739039	C0069515	C0279671	Regulation
C1739039	C0069515	C1168401	Regulation
C0753137	C0080055	C0027651	Increase
C0666361	C0538161	C0339510	Increase
C0249880	C0525037	C0029408	Decrease
C0015879	C0108801	C0008679	Decrease
C1332717	C3652465	C0019693	Increase
C1332717	C0021747	C0019693	Increase
C1418754	C1121571	C0002395	Decrease
C1418754	C1412481	C0002395	Decrease
C0003595	C1418754	C0002395	Increase
C0069515	C0812267	C0678222	Binding
C3889629	C0021641	C3714619	Decrease
C3889629	C0021641	C1335499	Decrease
C0069906	C0033634	C0699791	Decrease
C0033634	C0257535	C3263719	Increase
C0054953	C3652465	C0026764	Binding
C0059735	C0038838	C0004943	Decrease
C0059735	C1420307	C0004943	Decrease
C0078056	C0063695	C2931785	Binding
C0078056	C0063695	C0263666	Binding
C0015683	C0253023	C0022658	Binding
C0022959	C0085295	C0403416	Binding
C0529330	C0022709	C0264956	Increase
C0015683	C0065042	C1859308	Decrease
C0015683	C4042483	C1859308	Decrease
C0015683	C0219474	C1859308	Binding
C1456820	C0030190	C0028754	Decrease
C1321919	C0966553	C0175697	Increase
C4283740	C0164786	C0600139	Binding
C0164786	C0034786	C0600139	Increase
C0021758	C0021745	C0014072	Decrease
C0165519	C0623362	C0029408	Binding
