C0345893	3
C1849718	3
C0206661	3
C0549493	3
C1527407	3
C0684249	3
C0019202	3
C2732838	3
C0002874	3
C1883018	3
C0338451	3
C0008677	3
C0079772	3
C1368404	3
C1333117	3
C0028880	3
C0033860	3
C0085695	3
C1514428	3
C1959632	3
C0027092	3
C0007873	3
C0685938	3
C1969372	3
C0856554	3
C0013364	3
C0221269	3
C2745900	3
C0040100	3
C0494165	3
C0019069	2
C1260386	2
C0948089	2
C0524910	2
C0151686	2
C0206180	2
C0036220	2
C0010823	2
C0235880	2
C0027983	2
C0040147	2
C0027126	2
C1275126	2
C0042384	2
C0151317	2
C0155877	2
C3241937	2
C0039585	2
C0019061	2
C0278678	2
C0878500	2
C0342895	2
C1449563	2
C0019158	2
C0033375	2
C0020258	2
C0018817	2
C0003076	2
C0020437	2
C3714660	2
C1442837	2
C0013295	2
C0004238	2
C3887980	2
C0028768	2
C1383860	2
C0085083	2
C1861455	2
C0034186	2
C0020474	2
C0162678	2
C0006118	2
C0006826	2
C0851444	2
C0271568	2
C0549383	2
C0003872	2
C3839868	2
C0752355	2
C0024623	2
C0332568	2
C1321872	2
C0040136	2
C0264716	2
C0003125	2
C0205770	2
C1800706	2
C0009375	2
C0520463	2
C0271051	2
C3665488	2
C0013338	2
C0520459	2
C0023211	2
C1623038	2
C0017589	2
C0007102	2
C0027697	2
C0041909	2
C0853897	2
C0585442	2
C0558353	2
C0023448	2
C0020545	2
C0002994	2
C1857230	2
C0393706	2
C0027726	2
C1527349	2
C0276623	2
C0796126	2
C0525045	2
C0009319	2
C0015967	2
C0022336	2
C0266526	2
C0238461	2
C0856825	2
C0036095	2
C0015934	2
C0279671	2
C3495559	2
C0018852	2
C0205721	2
C0279651	2
C3811653	2
C0014518	2
C1168401	2
C1868678	2
C0004565	2
C1860405	2
C0162810	2
C0042842	2
C1266042	2
C0344452	2
C4050317	2
C0029453	2
C0027809	2
C1175175	2
C0005586	2
C0036391	2
C1851710	2
C0025149	2
C0024143	2
C0035334	2
C0240164	2
C3887938	2
C0238288	2
C2939420	2
C0000768	2
C0268238	2
C1336084	2
C0677055	2
C1512259	2
C0019080	2
C0152021	2
C0733682	2
C0235480	2
C1318500	2
C1636149	2
C0268696	1
C0016667	1
C0751434	1
C0160390	1
C0751435	1
C0031269	1
C0035436	1
C0242973	1
C0026847	1
C0398689	1
C0549463	1
C2751492	1
C0003850	1
C1096616	1
C1521724	1
C0020179	1
C0524851	1
C0027872	1
C0342218	1
C0242666	1
C0346302	1
C0016627	1
C2937421	1
C0007112	1
C0017150	1
C0026691	1
C0206754	1
C0162568	1
C0009405	1
C0162316	1
C0020630	1
C0027947	1
C0272375	1
C0041409	1
C0206704	1
C0206623	1
C0023521	1
C0026705	1
C0342315	1
C0039292	1
C0948380	1
C2919945	1
C0012739	1
C0085435	1
C0010308	1
C0024796	1
C2936380	1
C0206062	1
C1851112	1
C0266999	1
C0010481	1
C0268151	1
C0206743	1
C0043208	1
C0221406	1
C0346153	1
C0020452	1
C1328504	1
C0034067	1
C0553580	1
C0040558	1
C0878787	1
C0812437	1
C0042076	1
C0221026	1
C0028949	1
C1562113	1
C0008497	1
C0278883	1
C0006625	1
C0017661	1
C3469186	1
C0271583	1
C0022661	1
C0220659	1
C2827469	1
C0400914	1
C0004138	1
C1292769	1
C0266006	1
C0023440	1
C0265218	1
C1301194	1
C0206685	1
C4283858	1
C0022602	1
C1535939	1
C0005695	1
C0020635	1
C0156369	1
C0740083	1
C0008149	1
C1328840	1
C0178664	1
C0392707	1
C0022572	1
C0022595	1
C0149925	1
C0018944	1
C0085681	1
C0035412	1
C2347126	1
C2931783	1
C0338106	1
C0027022	1
C1837657	1
C0346304	1
C1861821	1
C1862596	1
C0242994	1
C0085292	1
C0042721	1
C0002170	1
C0008312	1
C0677930	1
C1378703	1
C0235656	1
C0011615	1
C0021051	1
C0017574	1
C0037284	1
C0423361	1
C0085096	1
C4050407	1
C0206682	1
C0566602	1
C1827849	1
C0023462	1
C0242379	1
C0020517	1
C3489413	1
C0004509	1
C0432306	1
C0149911	1
C0085390	1
C0730328	1
C0027441	1
C0010054	1
C0017154	1
C1845118	1
C3899989	1
C0020502	1
C0023443	1
C0018965	1
C0206677	1
C0026766	1
C0037116	1
C0205969	1
C1333992	1
C0396060	1
C0149517	1
C1401084	1
C0870082	1
C0015397	1
C1704429	1
C0018213	1
C0206064	1
C0039373	1
C0023890	1
C3714636	1
C0472817	1
C0398701	1
C0023903	1
C0403814	1
C0041318	1
C0004903	1
C0003486	1
C0266929	1
C0001849	1
C1299240	1
C1861305	1
C0024814	1
C0000921	1
C0026948	1
C0206702	1
C1153706	1
C0853336	1
C1112768	1
C0085696	1
C1134719	1
C3536715	1
C0162538	1
C0040038	1
C0029463	1
C0263666	1
C0403592	1
C0151650	1
C0340861	1
C1855627	1
C0162820	1
C0853879	1
C1842937	1
C0242363	1
C0007133	1
C0205698	1
C0085179	1
C0025261	1
C0042164	1
C0086543	1
C0346308	1
C0027121	1
C0010346	1
C0039494	1
C0334037	1
C0600040	1
C0458219	1
C0085762	1
C0858252	1
C1261473	1
C0004352	1
C0085437	1
C1533592	1
C2020625	1
C0026470	1
C3714757	1
C0019054	1
C0007786	1
C0003865	1
C0855197	1
C1510586	1
C0085136	1
C0023486	1
C0349632	1
C1519670	1
C1710026	1
C0025286	1
C0553723	1
C3897045	1
C0555198	1
C0598608	1
C1857316	1
C0751214	1
C0281361	1
C0018799	1
C1631597	1
C0029927	1
C0406500	1
C0265354	1
C0035222	1
C0600086	1
C0206650	1
C4075851	1
C1279481	1
C0334579	1
C0392525	1
C0007120	1
C0037929	1
C0279628	1
C0410005	1
C0269084	1
C0178421	1
C0175683	1
C0398650	1
C0017168	1
C0029883	1
C0008479	1
C0020507	1
C0206637	1
C0023055	1
C0596263	1
C0008525	1
C0020295	1
C0021359	1
C0085138	1
C0243010	1
C0035455	1
C0699893	1
C0263641	1
C0042584	1
C0035304	1
C0021364	1
C1566590	1
C0206686	1
C0014009	1
C0424295	1
C0018418	1
C0278561	1
C0342208	1
C0031090	1
C1691215	1
C0206734	1
C0853105	1
C0752350	1
C1135196	1
C0748400	1
C1290884	1
C0030354	1
C1881254	1
C0023283	1
C0085682	1
C0037286	1
C0153392	1
C0749095	1
C0178324	1
C2675519	1
C0019151	1
C0276138	1
C0039263	1
C0085694	1
C0687150	1
C0149978	1
C1832097	1
C0155870	1
C0007785	1
C0206624	1
C0221056	1
C0947961	1
C1304508	1
C0233514	1
