C0027651	2030
C0678222	326
C1306459	253
C0699791	201
C2239176	186
C0175697	183
C0002395	130
C0333516	127
C0600139	114
C0023467	102
C1527249	93
C0028754	85
C0042974	81
C0242184	81
C0026764	71
C0023418	70
C1306460	66
C0007222	64
C0007097	64
C0019159	63
C1140680	63
C0346647	61
C0017181	59
C0025202	56
C0001430	53
C0017638	52
C3250443	50
C0010068	48
C0027051	47
C3263719	45
C0029408	44
C0339510	43
C0018802	43
C0699790	42
C0018553	42
C0035335	41
C0024141	41
C0002736	40
C0032580	40
C0019163	40
C0032460	39
C0524620	39
C0265219	39
C0003873	38
C0042133	38
C1956346	37
C0004153	37
C0019189	36
C0020615	36
C0022658	34
C0026269	34
C0021390	33
C0032897	33
C0017921	32
C0019693	32
C0003507	32
C0003864	30
C0271561	30
C0476089	30
C0152013	29
C0041296	29
C0005859	29
C0022116	28
C0220756	27
C1561643	26
C0001418	26
C0007131	26
C0011860	26
C0009402	26
C0742343	24
C1335499	24
C0151744	24
C0546837	24
C0004096	24
C0238462	23
C0699885	23
C0151517	23
C0004943	23
C0024790	23
C0020459	22
C0019196	22
C0006142	21
C0023473	21
C0341858	21
C0002871	20
C0020456	20
C0023449	20
C0677886	20
C0001175	19
C0002893	19
C0009324	19
C0031154	19
C0149516	19
C0238463	18
C0032000	18
C0155626	18
C2607914	18
C0002448	18
C0235974	18
C2981142	18
C0023434	17
C0017636	17
C0011849	17
C0595989	17
C0700095	17
C2145472	17
C0549473	16
C0745103	16
C0279702	16
C0751781	16
C0013595	15
C0746730	15
C0400966	15
C0085207	15
C1301363	15
C0917798	15
C0041327	15
C0018801	14
C1862382	14
C0278701	14
C0151779	13
C0020676	13
C0023470	13
C1839259	13
C0020557	12
C0085580	12
C0024530	12
C0004114	12
C0156344	12
C0011854	11
C1306759	11
C0242339	11
C0684275	11
C0023895	11
C0007570	11
C3714496	11
C1855179	11
C0006012	11
C0235782	10
C4048328	10
C0013264	10
C0014072	10
C0020443	10
C2586211	10
C0007134	10
C0040517	10
C1266129	10
C1269683	10
C0024408	10
C0221023	10
C0238339	10
C0002962	10
C0240066	9
C1458155	9
C0206708	9
C3714796	9
C0014175	9
C0750927	9
C1883486	9
C0030481	9
C1762616	9
C0043194	8
C0856169	8
C0031511	8
C0085278	8
C0242172	8
C2931822	8
C1302853	8
C0279626	8
C0011884	8
C3463824	8
C0085159	8
C0004135	7
C2751898	7
C1704272	7
C0020532	7
C0001339	7
C0242966	7
C1868682	7
C0023487	7
C0280100	7
C1861453	7
C0009447	7
C0206693	7
C0268381	7
C1263846	7
C0007789	7
C0280324	7
C0027430	7
C0334044	7
C0677607	7
C0004364	6
C0271623	6
C0031099	6
C0026769	6
C0020514	6
C0024299	6
C0002895	6
C0392514	6
C0039730	6
C0242383	6
C0019562	6
C0524909	6
C0302592	6
C0035309	6
C0024301	6
C0039101	6
C0242647	6
C0162309	6
C1516518	6
C0242350	6
C0149952	6
C0206698	6
C0021376	6
C0036974	6
C0035439	6
C0008487	6
C0240903	6
C0032273	6
C3539916	6
C0018081	6
C0009450	5
C3539878	5
C0026896	5
C0029925	5
C0220633	5
C0017097	5
C0020473	5
C1961102	5
C0011881	5
C0007137	5
C0013336	5
C0730345	5
C0079731	5
C0036631	5
C1862939	5
C0018133	5
C0010674	5
C0017658	5
C1096903	5
C0004239	5
C0007099	5
C0021670	5
C0152018	5
C3665339	5
C0036916	5
C1335302	5
C0345904	5
C0004623	5
C0280141	5
C0027059	5
C0007113	5
C0015674	5
C0031069	5
C0038358	5
C0432283	5
C1860224	5
C0030305	4
C0023522	4
C0442874	4
C0020550	4
C0020619	4
C0376358	4
C1321546	4
C0342384	4
C0334277	4
C0036421	4
C0026277	4
C0027708	4
C1337013	4
C0038436	4
C1275081	4
C0346388	4
C0019829	4
C0024305	4
C1302401	4
C0265293	4
C0746102	4
C0752304	4
C0010278	4
C0206368	4
C0855095	4
C0021053	4
C0026850	4
C3831784	4
C0242706	4
C0026848	4
C2674218	4
C3665419	4
C0376545	4
C0949690	4
C0220641	4
C0206706	4
C0085413	3
C1333990	3
C0019243	3
C0041408	3
C0007965	3
C0031526	3
C0041341	3
C0016053	3
C0559483	3
C0086438	3
C0040034	3
C0269062	3
C0206655	3
C0398623	3
C1863999	3
C0342219	3
C0276496	3
C0022660	3
C0087012	3
C0751072	3
C0032019	3
C2711227	3
C0271650	3
C0039445	3
C0278488	3
C3495801	3
C0239946	3
C0162565	3
C0002873	3
C0018790	3
C0238052	3
C0018203	3
C0023976	3
C0085110	3
C0206694	3
C0086565	3
C1112486	3
C0036202	3
C0919267	3
C0520679	3
C0018916	3
C0019187	3
C0004610	3
C0014173	3
C0022680	3
C0017601	3
C0008373	3
C0079744	3
C0730285	3
C1397307	3
C0027019	3
C0242488	3
C3887645	3
C0265338	3
C0027819	3
C0282160	3
C0036341	3
